Basin.Name,Country,Ecoregion,Med_Longit,Med_Latit,RBA,MAT,TS,GDP,CSI,NSR,PRD,SRD,Similarity_Centroid
Malala.Oya,Sri Lanka,Indo-Malay,81.08829423,6.343801704,395.5983404,27.15541756,75.21921614,2.139812768,99.60280518,29,0.54,0.314814815,0.727649876
Malawi,Malawi,Afrotropic,34.22180701,-11.90338803,127828.3663,21.1905903,212.0294821,0.412566572,99.66025133,446,0.54,0.944444444,0.714389741
Malbaie,Canada,Nearctic,-64.43384305,48.65057302,261.2096496,2.446263082,1024.649117,0.551093251,99.98573772,5,0.56,0.589285714,0.801524886
Malselva,Norway,Palearctic,19.23935288,68.80697399,5735.936903,-1.007143051,789.4686271,0.439524561,99.95172482,7,0.44,0.818181818,0.70342475
Malu,China,Indo-Malay,107.9740921,21.60872601,155.5106577,22.45634617,506.4351228,1.191466197,99.75281513,14,0.36,0.694444444,0.789586608
Mamberamo,Indonesia,Australasia,138.8619393,-3.349858948,78667.24619,23.37588213,31.11185616,0.217147119,99.99509483,63,0.38,0.710526316,0.715670964
Mananjary,Madagascar,Afrotropic,47.7300855,-20.96855594,7041.882745,20.62409043,251.3200786,0.533407956,99.95078286,25,0.29,0.862068966,0.683580074
Manatee,United States,Nearctic,-82.26478114,27.53384187,571.8609624,22.52068252,446.8042347,65.69530582,88.858329,34,0.25,0.72,0.703164511
Manawapou,New Zealand,Australasia,174.439599,-39.6124152,116.5124989,12.58691807,322.1612121,2.024806291,99.87883895,1,0.32,0.5,0.889083562
Manawatu,New Zealand,Australasia,175.8180456,-40.34253402,5855.039106,11.70925901,347.8414647,3.498760939,99.76965217,19,0.32,0.40625,0.7356304
Mand,Iran,Palearctic,52.80932894,28.47370156,40193.5486,20.95739231,792.3028296,2.045477748,99.1990918,21,0.61,0.393442623,0.821144832
Mandad,India,Indo-Malay,73.1312497,18.31253662,232.6522328,26.68736564,174.1080876,16.05540681,97.61318629,39,0.71,0.521126761,0.733866918
Mandan.Aru,Sri Lanka,Indo-Malay,81.33349311,8.113076724,66.20243896,27.89274894,162.5668595,1.12323831,77.64311731,28,0.6,0.433333333,0.73045835
Mandipattu.Aru,Sri Lanka,Indo-Malay,81.66917062,7.569545313,110.6693461,27.99473694,149.4293548,3.374859571,78.37681263,28,0.6,0.35,0.73045835
Mandu.Ganga,Sri Lanka,Indo-Malay,80.07802624,6.305996159,70.51853285,26.8797763,56.4826461,15.50076246,99.29044522,28,0.3,0.766666667,0.73045835
Mangaone,New Zealand,Australasia,174.1082981,-39.16587033,159.0494874,11.91202732,319.4391401,2.024806291,95.69471594,16,0.32,0.625,0.708131365
Mangawhero,New Zealand,Australasia,174.9963693,-38.02416583,128.3923092,12.61670983,338.5494511,1.598104984,99.85982989,13,0.32,0.6875,0.688863376
Mangoro,Madagascar,Afrotropic,47.92965477,-19.48955379,17715.05638,18.86926001,261.8441507,0.788797125,99.91104777,25,0.36,0.888888889,0.802130764
Mangwol.chon,South Korea,Palearctic,126.5652384,34.70982313,35.74323132,13.66921769,883.9596508,9.527026057,99.83621939,35,0.46,0.391304348,0.919675499
Maningory,Madagascar,Afrotropic,48.58389523,-17.44482748,12957.08885,20.54606171,246.4043623,0.364266574,99.34139447,7,0.46,0.630434783,0.585469218
Manjeswaram,India,Indo-Malay,74.90895255,12.76703009,111.1475686,27.06585288,129.0872979,1.623829231,99.85032599,19,0.6,0.683333333,0.560774796
Manning,Australia,Australasia,151.8970205,-31.73833769,8127.732144,15.45918589,431.4742163,2.22731781,99.90640464,27,0.24,0.333333333,0.765290105
Manuka.creek,Australia,Australasia,145.3712329,-42.15559733,35.23542747,11.32216983,270.5903222,0.088570623,99.95535378,4,0.31,0.741935484,0.72923776
Maoling,China,Indo-Malay,108.439672,22.13247629,2890.433296,21.44129431,588.2624735,6.705922306,98.9565872,34,0.32,0.75,0.768780808
Mar.Chiquita,Argentina,Neotropic,-63.9498829,-29.43037866,129570.6425,18.58147581,486.2427835,1.348916396,97.31761869,86,0.35,0.828571429,0.781883586
Maraetotara,New Zealand,Australasia,176.9444925,-39.74980013,107.0733495,12.84898437,365.270112,2.33022517,99.80061167,11,0.43,0.209302326,0.644986773
Maraval,Trinidad and Tobago,Neotropic,-61.5141129,10.70551075,26.04951758,25.64489266,60.25864792,17.19340992,96.69355,5,0.55,0.218181818,0.816324892
Marbelup.Brook,Australia,Australasia,117.6896876,-34.98380422,312.4120769,15.32828652,302.9774702,0.412172273,99.94217034,7,0.4,0.4,0.639348747
Margaret,Australia,Australasia,115.253471,-33.90767655,447.9334549,16.26552911,344.2273164,2.234847218,99.7949685,7,0.46,0.434782609,0.648518325
Maribyrnong,Australia,Australasia,144.7591828,-37.47705631,1580.734892,13.09160907,428.3556627,32.82124233,89.65203972,11,0.22,0.409090909,0.756737629
Markham,Papua New Guinea,Australasia,146.4323283,-6.67846482,12657.59351,21.68518016,64.42301353,0.431493856,99.96422213,19,0.39,0.461538462,0.609618176
Maro,Indonesia,Australasia,140.930759,-7.958021914,8066.072926,26.76411372,88.95617384,0.132899668,99.96500617,48,0.3,0.9,0.774999205
Marokopa,New Zealand,Australasia,174.8716565,-38.29460716,368.2794128,12.60613511,340.2116793,0.147174641,99.90462852,6,0.31,0.64516129,0.694845954
Mary,Australia,Australasia,152.5426546,-26.05951956,9442.204321,19.97986026,394.4125979,2.153943896,97.42641162,47,0.58,0.103448276,0.74195612
Mashkel,Pakistan,Palearctic,63.39977885,28.05585505,116658.093,22.36585775,824.3356055,0.185685206,99.7805568,10,0.73,0.109589041,0.900188219
Mataquito,Chile,Neotropic,-71.09086177,-35.12820886,6303.854086,10.20234363,463.832293,2.15268752,99.38274378,10,0.21,0.904761905,0.694264658
Mataura,New Zealand,Australasia,168.8186916,-45.85252815,5534.216678,8.745973312,386.7599654,0.62887077,99.84518405,14,0.23,0.47826087,0.691481554
Matina,Costa Rica,Neotropic,-83.37031919,9.844430045,1600.852381,20.92387221,66.39178009,5.076555729,99.97280163,39,0.33,0.666666667,0.66716001
Matsuura,Japan,Palearctic,129.9909194,33.3251749,407.4271668,15.20158731,777.0090884,64.04457569,94.9289882,15,0.31,0.580645161,0.768427015
Matsuzaki,Japan,Palearctic,138.8250835,34.73016125,147.9636063,14.91837869,693.931214,24.62032509,99.82570586,7,0.24,0.5,0.602247583
Mattaponi,United States,Nearctic,-77.29264057,37.95549421,2347.333057,13.75235788,832.8579776,73.97690964,95.71801467,47,0.2,0.7,0.862986581
Maule,Chile,Neotropic,-71.43955931,-35.86369473,21107.43877,10.72495933,454.2937188,2.132313967,97.78423456,14,0.28,0.821428571,0.684135259
Maullin,Chile,Neotropic,-72.97301262,-41.26759584,3114.123404,10.82421843,300.5978573,0.901440829,99.88857939,15,0.3,0.866666667,0.668107349
Maup,South Korea,Palearctic,129.1875774,37.31282206,174.1215252,10.70266798,904.2305587,2.815844506,99.89860528,23,0.34,0.352941176,0.677014859
Mccossiens.Swamp,Australia,Australasia,141.3176713,-36.94170461,221.9828093,14.17719296,424.8151271,0.248852868,87.10595764,1,0.76,0.078947368,0.906792063
Me,Côte d'Ivoire,Afrotropic,-3.844847728,5.906478046,4141.467577,26.51191989,113.9346188,2.644092023,99.9600288,49,0.23,0.608695652,0.597000459
Medjerda,Tunisia,Palearctic,8.709682118,36.15056931,23536.53916,16.62923657,687.6643258,4.667188227,93.71956381,7,0.47,0.276595745,0.920114651
Mee.Oya,Sri Lanka,Indo-Malay,80.86341326,8.8912866,109.5533913,27.84470905,173.0844667,3.18362844,99.60676567,28,0.7,0.257142857,0.73045835
Meenachil,India,Indo-Malay,76.64870434,9.628218198,1268.428036,27.06290053,101.6335445,13.58659101,99.72064885,12,0.37,0.918918919,0.552399385
Meherrin,United States,Nearctic,-77.42879088,36.77094216,11997.9018,14.63958477,800.1717944,17.71006131,99.93080698,86,0.18,0.666666667,0.778752038
Mekong,Laos,Indo-Malay,102.639447,18.82986479,772599.3466,21.2046995,299.7625716,1.182179883,98.44291204,885,0.58,0.931034483,0.813373973
Melet.Cayi,Turkey,Palearctic,37.82362797,40.5841005,2009.006045,8.110508843,697.1105034,3.290272415,99.86266,35,0.35,0.771428571,0.771254133
Menik.Ganga,Sri Lanka,Indo-Malay,81.29872841,6.595220449,1373.302801,26.58158086,89.35190021,2.139389753,96.46785514,34,0.31,0.612903226,0.727744808
Meredith,Australia,Australasia,147.9813374,-42.14593121,113.1588948,11.63885769,320.0646623,2.689648032,99.966429,10,0.28,0.214285714,0.726473838
Merin,Uruguay,Neotropic,-53.77935972,-32.82210548,56183.2864,17.40964988,429.0871894,0.898613781,97.45370952,130,0.15,0.866666667,0.816898712
Merri,Australia,Australasia,142.4772764,-38.14570103,1066.636183,13.45749523,343.4519057,1.194571897,99.68905684,15,0.43,0.302325581,0.78265482
Merrimack,United States,Nearctic,-71.59360774,43.15103748,13040.41522,7.298959387,971.8402448,87.77300835,92.36171168,50,0.19,0.736842105,0.851169991
Mersey,Australia,Australasia,146.3230071,-41.5840026,1786.236822,9.177939759,331.5199842,1.880469978,89.82933097,15,0.31,0.806451613,0.670122341
Metauro,Italy,Palearctic,12.61742853,43.61989295,1402.130501,12.63348505,682.2531055,23.99927044,99.5780407,11,0.39,0.461538462,0.898862943
Meuse,Belgium,Palearctic,5.433652631,50.3513767,32856.16342,9.366747775,574.8797176,68.07288265,95.73793079,43,0.21,0.666666667,0.893001076
Mfolozi,South Africa,Afrotropic,31.38759031,-28.17701268,10206.00667,18.91894776,276.4128221,2.010706693,98.98939378,49,0.37,0.297297297,0.774208455
Mhlatuzana,South Africa,Afrotropic,30.9485736,-29.85224579,108.4182662,20.30684735,278.9092689,25.13666248,97.94499659,10,0.38,0.342105263,0.669846729
Mhlatuze,South Africa,Afrotropic,31.59565866,-28.67445081,4096.84303,19.7469958,268.7708405,2.700259149,94.23387787,70,0.4,0.225,0.661004256
Mi.Oya,Sri Lanka,Indo-Malay,80.12744039,7.973240557,1498.02598,27.32861283,120.1366572,8.065473676,84.08268123,33,0.62,0.370967742,0.73966155
Middle.Harbour,Australia,Australasia,151.1851572,-33.78006849,236.6277117,17.3813377,381.1761186,72.20037842,93.88812224,23,0.28,0.285714286,0.612475888
Midorikawa,Japan,Palearctic,130.8983553,32.6986163,1077.544376,13.91545546,798.0510025,37.97234726,96.14007165,10,0.27,0.666666667,0.756243281
Mijares,Spain,Palearctic,-0.484541421,40.20565808,4035.901538,11.50733018,632.4411544,5.255480647,90.17236551,12,0.4,0.2,0.839939305
Mije.josuji,South Korea,Palearctic,126.6985112,35.91992546,28.64154017,12.89227639,939.8704209,34.35796547,99.8325,36,0.27,0.814814815,0.909729117
Miliane,Tunisia,Palearctic,9.964340328,36.44824281,2378.876551,18.12804982,653.501572,8.524503589,83.56573287,4,0.55,0.163636364,0.558630877
Mimi.kawa.2,Japan,Palearctic,135.9474609,35.55125354,166.2086396,13.07658475,844.6823978,66.1495266,99.79437605,11,0.36,0.305555556,0.740747055
Minab,Iran,Palearctic,57.31538553,27.68004445,10285.92393,23.41388428,655.360315,0.952201128,98.17211984,10,0.7,0.185714286,0.929564069
Minho,Spain,Palearctic,-7.429791455,42.57056985,17103.07794,11.31603815,505.593316,9.61636591,93.38359904,16,0.31,0.741935484,0.801719836
Minilya,Australia,Australasia,114.4344006,-23.98055524,29862.90404,24.36712603,520.3948301,0.051444118,99.94908117,1,0.81,0.074074074,0.518461718
Mira.Portugal,Portugal,Palearctic,-8.474347721,37.56506422,1573.210216,16.11391355,429.0068608,5.604627967,90.23014635,9,0.47,0.340425532,0.765461112
Miramichi,Canada,Nearctic,-66.28178584,46.78355816,11800.1784,3.653230912,1076.41353,0.974350169,99.98085907,34,0.32,0.75,0.786131461
Mississippi,United States,Nearctic,-96.55322519,41.06315514,3017672.487,9.786770424,987.8277675,7.489850044,95.63983335,426,0.26,0.692307692,0.811920131
Mitchell.Queensland,Australia,Australasia,143.7424891,-16.29699486,68744.86124,25.32099608,255.066914,0.240480796,99.68245275,60,0.55,0.472727273,0.598774274
Mitchell.Victoria,Australia,Australasia,147.4804027,-37.43231534,8673.424146,11.8138168,425.6982957,0.972247303,99.94006958,36,0.2,0.6,0.786667344
Mkomazi,South Africa,Afrotropic,29.92113447,-29.79894266,4434.643335,15.67099075,337.9552368,6.614034057,99.06516955,48,0.34,0.735294118,0.686452117
Moa,Guinea,Afrotropic,-10.47347138,8.408848697,19604.19213,25.01674539,105.0388007,0.370541301,99.85336664,111,0.57,0.877192982,0.628995875
Modaragam.Aru,Sri Lanka,Indo-Malay,80.18660964,8.42182646,994.5805236,27.42528061,142.9850189,3.077573329,99.37744374,28,0.73,0.273972603,0.73045835
Moeraki,New Zealand,Australasia,169.3619022,-43.78053374,109.3381088,9.410108889,353.8398025,0.020543612,99.96077463,12,0.21,0.380952381,0.690777293
Mogral,India,Indo-Malay,75.04753055,12.54367625,105.7792841,27.03271001,133.2712048,6.233008027,99.8357094,21,0.57,0.807017544,0.548628252
Mohaka,New Zealand,Australasia,176.5909364,-39.04370895,2448.083004,9.933578099,380.9004232,2.239828229,99.89167528,14,0.27,0.592592593,0.684778193
Mokau,New Zealand,Australasia,175.0280385,-38.55089966,1456.633259,12.63329484,355.5567817,0.768799022,99.87780131,18,0.24,0.708333333,0.709429552
Mokihinui,New Zealand,Australasia,172.1837201,-41.55024254,735.9471409,8.876650595,367.2976009,0.405227885,99.98399758,12,0.18,0.611111111,0.682089479
Mondego,Portugal,Palearctic,-8.067586735,40.34516584,6663.096422,14.22508359,473.1594458,12.09005189,96.00660552,21,0.34,0.5,0.871577462
Montagu,Australia,Australasia,144.9258342,-40.93515289,356.1844439,12.38792578,259.9038681,0.06868169,99.94885287,6,0.44,0.636363636,0.702138962
Moongil.Ara,Sri Lanka,Indo-Malay,79.85923759,8.177238648,143.3953932,27.54554326,128.5148206,0.436186798,99.61356707,28,0.57,0.438596491,0.73045835
Moorabool,Australia,Australasia,144.5766841,-37.89802073,129.8556292,14.69361842,390.1774037,32.82124233,99.63090811,12,0.29,0.24137931,0.764052377
Moorea,French Polynesia,Oceania,-149.800463,-17.55277778,14.68782571,23.90859377,126.5173197,5.182930946,NA,10,0.54,0.240740741,0.549845376
Mopo,South Korea,Palearctic,129.4812267,35.93961487,45.82155492,13.15260422,839.8637657,76.24979115,99.58295708,9,0.46,0.239130435,0.7359412
Morehead,Papua New Guinea,Australasia,141.4624449,-8.683997793,5541.327055,26.82897911,96.72334702,0.024776415,99.99479925,57,0.34,0.823529412,0.923365546
Morrumsan,Sweden,Palearctic,14.79153852,56.89190279,3384.307845,6.123126559,679.3387185,4.716931224,99.85199752,19,0.27,0.407407407,0.759709925
Moruya,Australia,Australasia,149.849617,-35.8382797,1435.203477,13.86491558,395.7521296,9.748818874,99.95633599,18,0.55,0.090909091,0.671879781
Mosquito.creek,Australia,Australasia,141.0381702,-37.0576518,1278.079489,14.26287493,400.749572,0.579778589,97.92862373,7,0.69,0.115942029,0.730882523
Motu,New Zealand,Australasia,177.6729866,-38.10869854,1417.090113,10.72705452,364.2931455,0.44966644,99.94767744,14,0.26,0.576923077,0.66085315
Motueka,New Zealand,Australasia,172.7762539,-41.44793116,2027.934861,9.762137915,382.2057154,0.481194846,99.78356715,16,0.21,0.619047619,0.696538447
Moulouya,Morocco,Palearctic,-2.907666602,33.60982431,66518.79886,15.03602561,683.8485546,1.083283722,98.91687125,6,0.51,0.117647059,0.74670479
Moutere,New Zealand,Australasia,172.9872444,-41.23681099,148.5285421,12.40474895,377.9894376,1.001099259,99.59570257,8,0.25,0.64,0.730350867
Moyanjiang,China,Indo-Malay,111.7238831,22.20273577,4926.056953,22.04026456,520.2445902,5.752724349,96.91899413,72,0.35,0.714285714,0.777609014
Mpambanyoni,South Africa,Afrotropic,30.44614102,-30.21781228,547.3665373,18.73726126,276.5606151,4.65536809,99.94241293,16,0.69,0.086956522,0.685492488
Mtata,South Africa,Afrotropic,28.74707124,-31.63904783,2613.337813,17.17265362,299.2096588,1.614507169,91.79664308,56,0.29,0.620689655,0.760229009
Muar,Malaysia,Indo-Malay,102.6468791,2.518044705,6042.359736,26.50296515,49.57261222,11.16545165,99.47196685,78,0.29,0.413793103,0.817099668
Mucuri,Brazil,Neotropic,-41.07618426,-17.58109355,15562.80515,22.94099894,184.9464015,0.749537244,99.92663477,61,0.22,0.363636364,0.891025914
Muir,Australia,Australasia,116.7160499,-34.46984733,320.0521333,15.03000184,349.2740595,0.427061155,99.95821091,4,0.77,0.103896104,0.640020685
Mulege,Mexico,Nearctic,-112.0899672,26.79578334,701.9271637,23.29213976,561.6920213,0.205309078,99.54233437,16,0.9,0.044444444,0.569180576
Mulgrave,Australia,Australasia,145.8166875,-17.27822673,1386.460262,22.12666176,270.3015329,1.627479613,99.93936303,61,0.3,0.666666667,0.587865335
Mundau,Brazil,Neotropic,-36.19305097,-9.079176936,4129.477246,22.35077608,143.8033534,3.009122133,99.80864828,82,0.67,0.119402985,0.77825648
Mundeni.Aru,Sri Lanka,Indo-Malay,81.36632368,7.525251546,1332.091109,27.32911887,141.7159466,3.374859512,95.03707505,31,0.45,0.6,0.730700521
Murray,Australia,Australasia,116.4364892,-32.76141076,11197.07964,16.49808771,462.5253432,4.851365328,95.58433959,16,0.6,0.3,0.776826632
Murray.Darling,Australia,Australasia,147.1175005,-31.19136748,814275.8257,17.82976639,571.0021513,1.126797363,96.35368123,56,0.2,0.4,0.790705944
Musi,Indonesia,Indo-Malay,103.6886019,-3.462389995,54604.5989,25.36430254,33.78273521,2.945488632,99.82536241,126,0.43,0.604651163,0.841692319
Musone,Italy,Palearctic,13.3745941,43.44164378,637.4328838,13.32261439,667.6443086,23.99927044,83.08718934,8,0.36,0.333333333,0.766786434
Myakka,United States,Nearctic,-82.2119411,27.23935291,1310.016346,22.65522041,435.4650264,64.23143959,99.76835196,43,0.26,0.692307692,0.763233162
Myall.Crawford,Australia,Australasia,152.2263232,-32.41682637,951.4028557,17.6254103,379.8254131,1.039050639,99.91877624,24,0.45,0.155555556,0.597286369
Mzimvubu,South Africa,Afrotropic,28.85300709,-30.76763198,19884.14231,15.25202239,366.3781627,0.775143221,97.54278827,38,0.32,0.78125,0.744866504
Mzumbe,South Africa,Afrotropic,30.30479446,-30.48608202,537.0378459,19.31973443,256.1327237,4.655368209,99.95053609,1,0.74,0.067567568,0.625951515
Nacaome,Honduras,Neotropic,-87.41707748,13.74233775,2557.56062,24.28233566,100.0634076,3.038520515,99.95644591,24,0.46,0.913043478,0.671726145
Naeng.chon,South Korea,Palearctic,129.3965026,35.93217319,103.8177838,12.63586111,870.9863338,73.28940678,89.26682721,13,0.44,0.272727273,0.692902356
Nahoon.River,South Africa,Afrotropic,27.69350011,-32.84383584,593.8094701,17.94711818,252.4655649,3.973262072,85.95810978,7,0.5,0.16,0.883876105
Naivasha,Kenya,Afrotropic,36.42129939,-0.526982759,3465.936086,14.2385319,89.53013166,2.337846398,98.96368865,1,0.2,0.7,0.600921358
Naka.Ibaraki,Japan,Palearctic,140.1565031,36.72086917,3152.855203,11.72554008,818.2200783,69.44086647,96.26981796,8,0.3,0.666666667,0.901155298
Nakdong,South Korea,Palearctic,128.4872444,36.04189296,23300.18342,11.42051926,939.549533,58.28438187,94.2718456,110,0.28,0.857142857,0.75693362
Nam.chon,South Korea,Palearctic,128.4578927,38.3349909,64.3748973,10.8447097,888.5955063,1.689056039,99.92349011,30,0.37,0.378378378,0.664533683
Namadagas.Ara,Sri Lanka,Indo-Malay,81.57164421,6.518122685,107.7740703,27.22607411,101.6750796,2.139389724,99.83051988,28,0.58,0.275862069,0.73045835
Namak,Iran,Palearctic,50.29074055,34.90012302,92386.91256,13.48801413,949.5815974,10.82466269,97.77440148,15,0.53,0.566037736,0.82237361
Namakada.Aru,Sri Lanka,Indo-Malay,81.72675383,7.558634546,22.95091405,28.10303038,147.4981329,3.374859512,99.5212,28,0.69,0.275362319,0.73045835
Nambari,Japan,Palearctic,136.7376835,34.31382197,7.70450374,15.50719703,746.3038441,62.14790154,99.92549639,4,0.31,0.322580645,0.833065754
Nambucca,Australia,Australasia,152.7636702,-30.69991206,1308.516813,17.94908301,378.2877988,2.233936042,99.92459467,35,0.3,0.333333333,0.606910922
Namdae,South Korea,Palearctic,129.3524231,36.72070164,147.6025306,11.23304401,901.8878886,9.85035789,99.93491449,26,0.45,0.244444444,0.672080649
Namorona,Madagascar,Afrotropic,47.68663577,-21.41512443,2078.621713,20.87133519,248.1392466,0.574006155,99.94697609,1,0.31,0.806451613,0.501012703
Namsang.chon,South Korea,Palearctic,126.9384067,34.63059643,86.48089954,13.20079862,879.003363,9.537025809,99.84049128,31,0.44,0.454545455,0.674488332
Namsen,Norway,Palearctic,12.97441735,64.68334546,6229.994498,1.779912173,707.2705497,0.304175362,97.89551196,6,0.31,0.741935484,0.690566531
Nandu,China,Indo-Malay,109.9683034,19.48161582,7104.775555,23.81322888,377.956829,3.322113842,94.84028777,93,0.34,0.794117647,0.781274773
Nanliujiang,China,Indo-Malay,109.7013486,22.22630422,9344.902057,21.65443294,576.0987923,4.975376725,95.80630631,80,0.32,0.8125,0.853726646
Nansen.sui,South Korea,Palearctic,128.6673543,35.21978978,116.2591023,13.36709858,876.3558413,121.638588,95.92113948,19,0.35,0.6,0.675410173
Napa,United States,Nearctic,-122.366243,38.3803032,1106.748122,14.81917175,503.0260651,50.17652035,93.88731748,12,0.42,0.428571429,0.926125195
Naposta.Grande,Argentina,Neotropic,-62.13993636,-38.40243726,1295.687149,14.35795692,550.3435051,1.400172353,99.44006945,7,0.89,0.033707865,0.642992142
Naracoorte.creek,Australia,Australasia,141.0015188,-36.81747448,919.5366455,14.49562721,415.0870494,0.280709624,92.26766308,2,0.71,0.084507042,0.783564596
Narcea,Spain,Palearctic,-6.03340283,43.21688193,4914.218525,10.51495958,479.9113182,10.07853913,96.93693308,8,0.18,0.888888889,0.878650583
Narmada,India,Indo-Malay,77.45717117,22.44406181,95806.12815,25.84890935,465.0854717,3.846385062,95.57217563,96,0.53,0.886792453,0.842993676
Narrabeen.lakes,Australia,Australasia,151.2652851,-33.7143494,66.46004919,17.38624029,365.5303146,72.20037651,97.67759732,12,0.33,0.212121212,0.731444446
Nass,Canada,Nearctic,-129.1048066,56.16810932,19924.2532,1.035231958,750.2629573,0.024947826,99.99601953,26,0.53,0.849056604,0.828596139
Nassau,United States,Nearctic,-81.67081261,30.56117118,1109.138929,20.16141265,587.3957973,32.69246721,99.91579384,59,0.22,0.454545455,0.784971389
Natanebi,Georgia,Palearctic,42.01162607,41.86999206,672.8664675,11.47656101,649.8398222,2.019680738,99.91330903,21,0.27,0.740740741,0.826512298
Natori,Japan,Palearctic,140.6731216,38.26122269,813.8915085,10.2717608,855.3590204,57.69013119,91.15231052,2,0.32,0.4375,0.822400789
Nay.Aru,Sri Lanka,Indo-Malay,80.75288003,9.080297593,292.8184246,27.63159721,175.0565639,1.970090032,99.06084143,28,0.65,0.353846154,0.73045835
Nazas,Mexico,Nearctic,-104.3068608,25.42620302,46214.95852,17.55328174,432.4506261,1.85683611,96.64739984,24,0.57,0.333333333,0.807941566
Neches,United States,Nearctic,-94.41322558,31.79007355,27241.16535,18.28290129,733.9846628,11.69304681,91.65340314,107,0.21,0.761904762,0.763113706
Negro.Argentina,Argentina,Neotropic,-69.47370187,-39.29258487,118307.2841,10.46703546,539.8419259,0.389408596,97.04030997,19,0.27,0.851851852,0.732962141
Negro.Uruguay,Uruguay,Neotropic,-55.95039552,-32.56369936,71031.68158,17.66118227,472.9437258,0.656491891,97.31635856,132,0.21,0.428571429,0.586876972
Nehoue,New Caledonia,Australasia,164.2890323,-20.44052023,205.9714254,23.29457849,219.5915288,2.11431098,99.94793575,2,0.46,0.173913043,0.487052478
Neka,Iran,Palearctic,53.9664885,36.57346222,1875.446654,12.154663,887.09496,4.571189344,99.59293229,24,0.35,0.742857143,0.871040211
Nelson,Canada,Nearctic,-101.902177,51.41751779,1019864.883,1.594006186,1276.079039,1.236175224,96.97158203,97,0.29,0.620689655,0.946518348
Nene,United Kingdom,Palearctic,-0.536239084,52.44114339,2274.51691,9.558183899,475.1668022,53.13702106,97.59532706,23,0.18,0.444444444,0.864590606
Nerang,Australia,Australasia,153.3082429,-28.10178727,486.0308416,18.90076462,363.7900954,12.6999898,84.36601043,6,0.36,0.166666667,0.651178685
Neretva,Bosnia and Herzegovina,Palearctic,17.90948755,43.30953935,13097.69684,10.01733244,681.3528635,3.574283838,95.94935974,16,0.25,0.8,0.828087447
Ness,United Kingdom,Palearctic,-4.73986804,57.18065634,1861.299074,6.643860479,406.8702282,1.778896868,88.9515549,10,0.31,0.451612903,0.763614546
Nestos,Bulgaria,Palearctic,24.01595404,41.56776854,6216.856991,8.843705374,717.581103,5.300564528,90.03877481,32,0.23,0.739130435,0.877813141
Neto,Italy,Palearctic,16.77146938,39.26086168,947.5530598,12.55241104,604.6547078,10.98785663,87.1175242,7,0.32,0.53125,0.921140217
Neuse,United States,Nearctic,-78.13164439,35.6169828,11703.26149,15.6429953,771.8141866,30.43106222,95.41959407,93,0.17,0.470588235,0.767685957
Neva,Russia,Palearctic,31.95419838,60.7146168,280259.6319,3.212692206,946.940432,1.297997653,98.87187045,43,0.34,0.647058824,0.81864931
New.Caledonia.un,New Caledonia,Australasia,164.7353583,-20.82597026,365.1038601,22.31634685,231.4739007,2.11431098,99.9612531,10,0.34,0.323529412,0.543489342
New.River,New Zealand,Australasia,171.254567,-42.54769952,155.0125336,11.32799862,330.2049807,0.44798483,99.83433402,15,0.2,0.45,0.684217281
Neyyar,India,Indo-Malay,77.15152931,8.465438749,485.8097227,26.61007545,91.55528973,12.02479506,86.87619615,37,0.39,0.58974359,0.696436228
Ngakoroa,New Zealand,Australasia,174.950937,-37.13881425,219.2456363,14.29666401,334.9573386,3.625843167,95.20721388,10,0.32,0.5625,0.74966442
Ngaruroro,New Zealand,Australasia,176.4785102,-39.48994581,3333.278166,11.24389176,381.5129257,2.637983203,99.83643352,15,0.27,0.518518519,0.710789555
Nicholson.Leichhardt,Australia,Australasia,138.8984613,-18.81928286,83816.12159,26.05111711,422.7810262,0.057931302,98.70778721,63,0.7,0.214285714,0.596580991
Nickerie,Suriname,Neotropic,-56.72406224,5.110076929,9942.2834,26.63160365,64.4690177,0.090590969,99.91213186,121,0.24,0.833333333,0.599290323
Niemen,Lithuania,Palearctic,24.82901413,54.44470537,95961.80321,6.125141702,816.8516698,3.628556132,97.69130588,45,0.27,0.407407407,0.863376471
Nikshahr,Iran,Palearctic,60.15307399,26.0743223,4953.062091,25.4112751,555.3459902,0.565964989,99.93633553,9,0.79,0.101265823,0.64374191
Nile,Sudan,Afrotropic,30.89859831,14.95309677,3270917.198,25.59644499,364.4950529,0.776347548,99.36901526,175,0.39,0.923076923,0.604671121
Nilwala.Ganga,Sri Lanka,Indo-Malay,80.53752893,6.15811192,1036.923124,26.16740053,53.91998105,14.29341578,99.52404921,53,0.28,0.714285714,0.748764754
Nishibetsu,Japan,Palearctic,144.8731901,43.42857882,441.9639455,6.746821727,912.7696842,6.494470239,99.84442362,2,0.33,0.818181818,0.882935781
Nisqually,United States,Nearctic,-122.2405781,46.84445184,1883.670919,8.430313442,508.8409491,21.30964661,95.64416834,27,0.31,0.774193548,0.830439707
Nissan,Sweden,Palearctic,13.23485319,57.01614657,1313.502844,6.292159237,661.8114328,5.430462122,95.65782568,16,0.22,0.409090909,0.78755284
Nith,United Kingdom,Palearctic,-3.893392254,55.25738257,1238.109461,7.620410394,410.6890866,38.03682423,99.10385448,13,0.23,0.608695652,0.94039132
Niyangolle.Ela,Sri Lanka,Indo-Malay,81.42457298,7.798381841,249.0738176,27.78710386,150.9944723,3.374859512,97.24604929,28,0.5,0.66,0.73045835
