Basin.Name,Native.Exotic.Status,Equilibrium,Opportunistic,Periodic,Country,Ecoregion,Median.Longitude,Median.Latitude,RBA,MAT,TS,MAP,PS,GDP,DOF,CSI,NSR,DIS,DISmn,DISmx,RAD,NNSR
Adige,Native,0.143245327,0.233849745,0.622904928,Italy,Palearctic,11.33185941,46.2339395,14631.20888,6.361121801,679.3131537,762.5187765,32.84843262,34.47934532,7.12843642,95.58265694,18,40.31970074,9.28224209,95.54530783,0.822905,6
Adige,Non-native,0.106010988,0.041784094,0.852204918,Italy,Palearctic,11.33185941,46.2339395,14631.20888,6.361121801,679.3131537,762.5187765,32.84843262,34.47934532,7.12843642,95.58265694,18,40.31970074,9.28224209,95.54530783,0.822905,6
Adour,Native,0.093705353,0.111760179,0.794534468,France,Palearctic,-0.506598208,43.42946996,16911.16103,12.05183704,505.1351236,1195.961861,19.64284422,12.87720895,0.732056349,99.29387026,24,23.37178293,6.902005661,37.27119125,0.687503,15
Adour,Non-native,0.152884182,0.04093397,0.806181848,France,Palearctic,-0.506598208,43.42946996,16911.16103,12.05183704,505.1351236,1195.961861,19.64284422,12.87720895,0.732056349,99.29387026,24,23.37178293,6.902005661,37.27119125,0.687503,15
Agano,Native,0.160013965,0.243311333,0.596674701,Japan,Palearctic,139.6150537,37.44530404,7805.6875,9.052657637,918.9299151,1656.557099,33.36156537,38.95591831,7.298874996,95.3794178,15,36.93535046,7.194865376,79.8138936,0.834617,2
Agano,Non-native,0.335619444,0.164687054,0.499693502,Japan,Palearctic,139.6150537,37.44530404,7805.6875,9.052657637,918.9299151,1656.557099,33.36156537,38.95591831,7.298874996,95.3794178,15,36.93535046,7.194865376,79.8138936,0.834617,2
Aghnashini,Native,0.192607116,0.364114394,0.44327849,India,Indo-Malay,74.68216867,14.46939889,1374.554573,24.71563826,141.8339789,3805.896907,151.7379107,2.910753548,0,99.89543287,55,34.58166344,1.340839965,153.7862442,0.982713,0
Agly,Native,0.074778977,0.138354723,0.7868663,France,Palearctic,2.606691822,42.81292317,1125.200682,12.7286707,566.2799197,712.7001684,24.89168909,13.23371863,16.17848504,92.69265933,17,7.07997659,2.093741782,12.86261131,0.72002,5
Agly,Non-native,0.09883228,0.063393633,0.837774087,France,Palearctic,2.606691822,42.81292317,1125.200682,12.7286707,566.2799197,712.7001684,24.89168909,13.23371863,16.17848504,92.69265933,17,7.07997659,2.093741782,12.86261131,0.72002,5
Agneby,Native,0.213156351,0.360723439,0.42612021,Côte d'Ivoire,Afrotropic,-4.232400568,6.089256457,8451.059484,26.5365312,112.042002,1319.174233,63.94898687,2.314411461,0,99.94680546,82,14.87693871,3.409892682,46.15312404,0.862402,0
Agri,Native,0.054757631,0.0763361,0.868906269,Italy,Palearctic,16.11443895,40.30474355,1793.905904,12.94598116,624.422633,752.7322604,40.6572968,11.80696368,20.18348833,90.35566437,7,8.327658853,1.434767506,17.1794824,0.845842,10
Agri,Non-native,0.150437884,0.074765554,0.774796562,Italy,Palearctic,16.11443895,40.30474355,1793.905904,12.94598116,624.422633,752.7322604,40.6572968,11.80696368,20.18348833,90.35566437,7,8.327658853,1.434767506,17.1794824,0.845842,10
Agrioun,Native,0.180096843,0.218915224,0.600987933,Algeria,Palearctic,5.318949924,36.46707972,935.093939,14.60076429,689.2137448,706.9171598,56.10483559,9.618891716,17.42729744,88.56642645,2,2.268142843,0.37587099,5.381105572,0.869421,0
Aguan,Native,0.361477565,0.255046172,0.383476263,Honduras,Neotropic,-86.5264528,15.3673542,10729.91663,23.57841736,160.1879452,1318.334667,51.58029004,1.406728059,0,99.96440083,37,30.31074882,11.26487147,60.01541348,0.683927,0
Aguanaval,Native,0.263320292,0.249614271,0.487065437,Mexico,Nearctic,-102.8729234,24.50174289,32876.21725,18.31110933,383.3844797,370.6893632,86.25236209,2.332078218,2.856997599,97.75463639,6,2.30586245,0.172435375,7.748358954,0.95646,1
Aguanaval,Non-native,0.627160685,0,0.372839315,Mexico,Nearctic,-102.8729234,24.50174289,32876.21725,18.31110933,383.3844797,370.6893632,86.25236209,2.332078218,2.856997599,97.75463639,6,2.30586245,0.172435375,7.748358954,0.95646,1
Ahaggar,Native,0.200696916,0.192300437,0.607002647,Niger,Afrotropic,11.6722529,20.70012574,509587.0451,25.55558806,666.2751181,28.55375115,80.32597166,0.00495751,0,99.81823326,6,0.145212075,0.001073673,1.361240793,0.998424,0
Aire,Native,0.098275516,0.397429188,0.504295296,Australia,Australasia,143.5043358,-38.71244633,274.452692,12.42157883,287.0125851,1391.703431,31.89115335,1.046649024,0,99.93070148,10,3.108480092,1.342421085,5.010694809,0.577398,0
Aki,Native,0.179816545,0.325514622,0.494668833,Japan,Palearctic,131.6561652,33.50383329,290.0556968,14.97632867,758.7750622,1776.589286,54.95229949,32.8548913,6.739066398,96.82776706,13,8.625,3.249,18.185,0.696837,0
Akitio,Native,0.034314822,0.362041092,0.603644086,New Zealand,Australasia,176.3076561,-40.45467037,584.3439741,12.41095559,344.2829724,1196.402016,25.07305507,0.408047549,0,99.85053394,9,9.024718343,4.149195569,16.15043361,0.591205,1
Akitio,Non-native,0,0,1,New Zealand,Australasia,176.3076561,-40.45467037,584.3439741,12.41095559,344.2829724,1196.402016,25.07305507,0.408047549,0,99.85053394,9,9.024718343,4.149195569,16.15043361,0.591205,1
Aksu,Native,0.158871471,0.220701625,0.620426904,Turkey,Palearctic,30.8507144,37.78976701,7738.137846,11.75944628,759.3909966,588.8110672,54.06377192,3.885437667,7.021873275,94.86416568,36,4.99809327,0.43656799,13.36856761,0.936753,4
Aksu,Non-native,0.215138438,0.156866741,0.627994821,Turkey,Palearctic,30.8507144,37.78976701,7738.137846,11.75944628,759.3909966,588.8110672,54.06377192,3.885437667,7.021873275,94.86416568,36,4.99809327,0.43656799,13.36856761,0.936753,4
Aksu.North,Native,0.116771037,0.165670531,0.717558432,Turkey,Palearctic,38.38597013,40.64078625,900.7624843,8.060288264,705.3529467,733.1595359,32.94073447,2.40201658,0,99.87743341,34,7.37550275,2.599673679,20.69517056,0.776803,2
Aksu.North,Non-native,0.350101472,0.121389152,0.528509376,Turkey,Palearctic,38.38597013,40.64078625,900.7624843,8.060288264,705.3529467,733.1595359,32.94073447,2.40201658,0,99.87743341,34,7.37550275,2.599673679,20.69517056,0.776803,2
Alabama,Native,0.211653554,0.32391931,0.464427136,United States,Nearctic,-86.9483201,33.21408079,111854.611,16.61429588,743.4736011,1449.371717,19.96494747,12.26869059,6.405565289,96.64959766,221,89.7129356,26.33340065,193.1950076,0.760091,21
Alabama,Non-native,0.169476247,0.103765099,0.726758654,United States,Nearctic,-86.9483201,33.21408079,111854.611,16.61429588,743.4736011,1449.371717,19.96494747,12.26869059,6.405565289,96.64959766,221,89.7129356,26.33340065,193.1950076,0.760091,21
Alafia,Native,0.239666487,0.300945488,0.459388025,United States,Nearctic,-82.10645604,27.86256228,1128.481426,22.40795426,453.4382295,1280.84097,56.40837741,52.89338207,27.68678535,78.55952977,44,4.980488334,2.85997904,6.986223427,0.41907,25
Alafia,Non-native,0.460577554,0.151835674,0.387586772,United States,Nearctic,-82.10645604,27.86256228,1128.481426,22.40795426,453.4382295,1280.84097,56.40837741,52.89338207,27.68678535,78.55952977,44,4.980488334,2.85997904,6.986223427,0.41907,25
Alagnak,Native,0.236044277,0.046384412,0.717571311,United States,Nearctic,-156.7674724,58.8704521,426.2997636,1.55749563,863.3145016,516.5057592,43.15927474,0.088223638,0,100,17,2.885791197,1.955601248,4.689566534,0.411422,0
Alara,Native,0.11068195,0.14122655,0.7480915,Turkey,Palearctic,32.05901062,36.7908544,1090.129654,10.97956411,727.6379945,777.4699937,71.23640743,4.777015924,0,99.52458725,7,11.57244556,0.961750199,24.86236973,0.925515,2
Alara,Non-native,0.350101472,0.121389152,0.528509376,Turkey,Palearctic,32.05901062,36.7908544,1090.129654,10.97956411,727.6379945,777.4699937,71.23640743,4.777015924,0,99.52458725,7,11.57244556,0.961750199,24.86236973,0.925515,2
Alas,Native,0.155708748,0.322362922,0.52192833,Indonesia,Indo-Malay,98.00823653,2.948953807,11892.35204,21.92095294,37.90369409,2705.746519,28.89457051,2.490724474,0,99.94249714,57,58.4714628,38.83468542,82.38803318,0.359284,4
Alas,Non-native,0.615046331,0.094045915,0.290907753,Indonesia,Indo-Malay,98.00823653,2.948953807,11892.35204,21.92095294,37.90369409,2705.746519,28.89457051,2.490724474,0,99.94249714,57,58.4714628,38.83468542,82.38803318,0.359284,4
Alaska.un.1,Native,0.208502451,0.068595504,0.722902046,United States,Nearctic,-157.5199218,56.76912542,9.797696323,2.873464936,598.2965024,579.8947368,31.08193558,0.002181877,0,100,6,2.783491592,0.456248037,10.43431883,0.916212,0
Alaska.un.2,Native,0.264412207,0.137191007,0.598396786,United States,Nearctic,-157.4493221,56.80175437,10.39097561,3.101602573,602.7309195,560.9230769,32.71386807,0.002181876,NA,NA,3,1.073,0.508,2.709,0.684178,0
Alazeja,Native,0.118049926,0.084636511,0.797313563,Russia,Palearctic,153.2708005,69.01177975,90944.38474,-13.70897531,1794.634403,203.5059437,53.24334504,0.009169127,0,99.99465537,27,8.294509686,7.174140699,9.901619472,0.159728,0
Albany,Native,0.181777081,0.192695045,0.625527874,Canada,Nearctic,-86.72930203,50.77158734,135345.6265,-0.417980016,1333.696559,743.8045252,37.23794538,0.032603935,1.724874005,99.328922,36,38.21874799,31.49224594,45.52773477,0.182232,0
Albegna,Native,0.073766536,0.119845628,0.806387836,Italy,Palearctic,11.41082717,42.61148416,737.1617341,14.12588188,622.1403031,534.6958012,35.95280655,9.656529903,0,99.30139872,5,2.874805166,1.002896409,4.76076426,0.651993,9
Albegna,Non-native,0.105698305,0.087541003,0.806760692,Italy,Palearctic,11.41082717,42.61148416,737.1617341,14.12588188,622.1403031,534.6958012,35.95280655,9.656529903,0,99.30139872,5,2.874805166,1.002896409,4.76076426,0.651993,9
Albert.lake,Native,0.219216346,0.195948142,0.584835512,United States,Nearctic,-120.4260678,42.58614378,2323.223207,7.179666621,701.754033,364.3539678,32.71471193,0.170313228,0,99.43470483,2,0.11067479,0.016219381,0.367164551,0.915388,13
Albert.lake,Non-native,0.138012235,0.072468576,0.78951919,United States,Nearctic,-120.4260678,42.58614378,2323.223207,7.179666621,701.754033,364.3539678,32.71471193,0.170313228,0,99.43470483,2,0.11067479,0.016219381,0.367164551,0.915388,13
Aldoma,Native,0.221578096,0.115509136,0.662912768,Russia,Palearctic,138.2746956,57.17358309,2164.776399,-6.604662844,1431.898405,719.3931273,65.7079657,0.002053567,0,99.99057869,13,13.26906427,0.378175159,52.95435592,0.985818,0
Alemeda.creek,Native,0.197756473,0.211174701,0.591068826,United States,Nearctic,-121.7645983,37.56856697,1898.537136,14.77946928,530.4127721,628.5584973,89.60452662,124.9055939,19.22939386,85.33552566,19,1.567548473,0.088159392,6.432689347,0.972961,40
Alemeda.creek,Non-native,0.138764379,0.177592703,0.683642918,United States,Nearctic,-121.7645983,37.56856697,1898.537136,14.77946928,530.4127721,628.5584973,89.60452662,124.9055939,19.22939386,85.33552566,19,1.567548473,0.088159392,6.432689347,0.972961,40
Alfios,Native,0.197776953,0.256914983,0.545308064,Greece,Palearctic,21.95637658,37.66021742,3437.187744,13.09894719,634.8301349,818.969901,64.70031794,5.587246299,7.799899816,95.70972002,9,11.81948271,1.214771435,28.65151554,0.918653,11
Alfios,Non-native,0.146890864,0.057729568,0.795379568,Greece,Palearctic,21.95637658,37.66021742,3437.187744,13.09894719,634.8301349,818.969901,64.70031794,5.587246299,7.799899816,95.70972002,9,11.81948271,1.214771435,28.65151554,0.918653,11
Alfta,Native,0.100398761,0,0.899601239,Iceland,Palearctic,-22.05544022,64.67438192,158.3057991,3.415583526,452.4284709,808.264637,21.28286532,1.592236519,0,99.98019055,3,8.173,4.922,16.379,0.537862,0
Aliakmon,Native,0.148398075,0.206080607,0.645521318,Greece,Palearctic,21.53765139,40.26802572,6614.686281,11.21595293,716.8269964,681.8451767,28.1002268,8.308555245,12.46509231,93.36134278,38,18.50598369,4.527205337,36.59167711,0.779799,12
Aliakmon,Non-native,0.197730535,0.110071856,0.69219761,Greece,Palearctic,21.53765139,40.26802572,6614.686281,11.21595293,716.8269964,681.8451767,28.1002268,8.308555245,12.46509231,93.36134278,38,18.50598369,4.527205337,36.59167711,0.779799,12
Alice,Native,0.045923593,0.377628938,0.576447469,Australia,Australasia,146.5520255,-19.32156723,305.9705214,23.1378417,330.4871288,1240.494709,96.11019209,3.642726481,0,99.21874268,26,2.672515598,0.306784675,10.35563244,0.942455,0
Allahein.River,Native,0.069356325,0.316528471,0.614115204,Senegal,Afrotropic,-16.63884354,13.16835157,527.8300595,26.44783465,128.6073339,999.6724409,151.1930403,1.219986513,0,99.89544119,12,1.850628625,0.006516452,6.490283722,0.997994,0
Alligator.creek,Native,0.071618158,0.55690603,0.371475812,Australia,Australasia,146.9700844,-19.38069712,262.3445904,23.27622324,316.4668571,1079.749235,94.6354386,2.832556188,0,99.47112295,5,1.338656003,0.146177883,5.344429773,0.946753,0
Allika,Native,0.086878258,0.083549141,0.829572601,Estonia,Palearctic,23.03787797,58.46946796,99.59996882,6.512592576,776.32323,581.5377778,33.32639984,0.286673144,0,99.96995722,6,2.219481174,0.607500075,7.007502091,0.840447,0
Alsea,Native,0.283716495,0.113208096,0.603075409,United States,Nearctic,-123.7375202,44.37530115,1164.405711,10.00229628,427.2678433,2329.338251,70.92013332,16.03758836,0,99.96382161,15,17.20481636,2.789486919,38.49100511,0.864852,17
Alsea,Non-native,0.109249945,0.126217961,0.764532095,United States,Nearctic,-123.7375202,44.37530115,1164.405711,10.00229628,427.2678433,2329.338251,70.92013332,16.03758836,0,99.96382161,15,17.20481636,2.789486919,38.49100511,0.864852,17
Alsek,Native,0.164211658,0.057640148,0.778148194,Canada,Nearctic,-137.5950445,60.3245637,28645.90831,-3.15992872,918.6458389,757.1347875,38.92517819,0.010745534,0,99.99825427,26,43.04786455,4.778476445,156.5184227,0.940749,1
Alsek,Non-native,0.0606678,0,0.9393322,Canada,Nearctic,-137.5950445,60.3245637,28645.90831,-3.15992872,918.6458389,757.1347875,38.92517819,0.010745534,0,99.99825427,26,43.04786455,4.778476445,156.5184227,0.940749,1
Altaelva,Native,0.162540886,0.102659822,0.734799292,Norway,Palearctic,23.18330526,69.24965182,7378.98011,-2.29559796,926.263501,446.2638422,42.39799308,0.159988791,7.786520363,97.44165968,7,18.96237028,5.24505815,49.95194974,0.809951,1
Altaelva,Non-native,0.363802294,0,0.636197706,Norway,Palearctic,23.18330526,69.24965182,7378.98011,-2.29559796,926.263501,446.2638422,42.39799308,0.159988791,7.786520363,97.44165968,7,18.96237028,5.24505815,49.95194974,0.809951,1
Altamaha,Native,0.231978571,0.274556601,0.493464828,United States,Nearctic,-83.18008768,32.78055863,37484.57995,17.66189894,705.0121641,1209.894124,20.89703533,19.60135007,7.540384427,95.99329488,96,36.55995145,13.20508214,82.19026814,0.72315,21
Altamaha,Non-native,0.104500338,0.177657269,0.717842393,United States,Nearctic,-83.18008768,32.78055863,37484.57995,17.66189894,705.0121641,1209.894124,20.89703533,19.60135007,7.540384427,95.99329488,96,36.55995145,13.20508214,82.19026814,0.72315,21
Altja,Native,0.136189544,0.176277135,0.687533321,Estonia,Palearctic,26.05757574,59.53381239,76.94543221,5.18087234,815.9003414,642.4502924,32.93597615,0.60365326,0,99.8731,10,2.095,0.868,6.092,0.750575,0
Amahlongwa,Native,0.108681058,0.45586768,0.435451262,South Africa,Afrotropic,30.71384295,-30.22048361,104.647937,20.239781,261.3787113,1008.518248,44.23806484,4.65536809,0,99.88069411,7,1.032,0.429,1.734,0.603329,1
Amahlongwa,Non-native,0.520217157,0.193724486,0.286058357,South Africa,Afrotropic,30.71384295,-30.22048361,104.647937,20.239781,261.3787113,1008.518248,44.23806484,4.65536809,0,99.88069411,7,1.032,0.429,1.734,0.603329,1
Amansuri,Native,0.133564016,0.651436208,0.214999776,Ghana,Afrotropic,-2.483588576,5.068442005,872.3676023,26.56000164,107.172432,1801.997041,73.89254731,0.615063444,0,99.95670323,8,3.510102158,0.951889276,10.12095753,0.828068,0
Amazon,Native,0.271768352,0.381682317,0.346549331,Brazil,Neotropic,-64.57285505,-6.714857006,5888416.916,24.69524502,66.37258702,2150.629195,51.42971765,0.238243382,0.189443311,99.90543136,2140,827.889986,492.2573523,1264.437799,0.439564,5
Amazon,Non-native,0.55290484,0.263920163,0.183174997,Brazil,Neotropic,-64.57285505,-6.714857006,5888416.916,24.69524502,66.37258702,2150.629195,51.42971765,0.238243382,0.189443311,99.90543136,2140,827.889986,492.2573523,1264.437799,0.439564,5
Amba,Native,0.158650865,0.311004377,0.530344758,India,Indo-Malay,73.17393307,18.62922476,900.28717,26.70105195,198.9007577,3839.073675,157.3878087,15.07934308,4.460481702,97.97617257,50,45.40084469,1.363622567,189.0808686,0.98568,10
Amba,Non-native,0.263468445,0.077107864,0.659423691,India,Indo-Malay,73.17393307,18.62922476,900.28717,26.70105195,198.9007577,3839.073675,157.3878087,15.07934308,4.460481702,97.97617257,50,45.40084469,1.363622567,189.0808686,0.98568,10
Ambalam.Oya,Native,0.172124335,0.334484813,0.493390852,Sri Lanka,Indo-Malay,81.74688953,7.174820563,159.0406773,27.66822914,125.8374856,1717.453125,82.97258019,3.374859393,0,99.41182155,28,3.812364389,0.920870999,12.20380454,0.859673,2
Ambalam.Oya,Non-native,0.445884965,0.191741971,0.362373064,Sri Lanka,Indo-Malay,81.74688953,7.174820563,159.0406773,27.66822914,125.8374856,1717.453125,82.97258019,3.374859393,0,99.41182155,28,3.812364389,0.920870999,12.20380454,0.859673,2
Amboyninghy.Point,Native,0.232598229,0.399435816,0.367965955,Australia,Australasia,141.8904884,-12.50270014,151.9625716,26.20139651,142.1607449,1650.912088,122.2430592,0.065467932,0,99.90144582,2,5.2,0.452,16.208,0.945738,0
Ameca,Native,0.313454989,0.26479469,0.421750322,Mexico,Neotropic,-104.5008285,20.69148683,12281.46078,19.80078357,238.8376717,1109.582708,113.9439054,8.720870137,4.307374228,97.86230376,48,13.81295639,0.970715446,41.90631376,0.954721,3
Ameca,Non-native,0.364667459,0.3646993,0.270633241,Mexico,Neotropic,-104.5008285,20.69148683,12281.46078,19.80078357,238.8376717,1109.582708,113.9439054,8.720870137,4.307374228,97.86230376,48,13.81295639,0.970715446,41.90631376,0.954721,3
Amguema,Native,0.161946793,0.055270365,0.782782841,Russia,Palearctic,176.1066081,68.92792444,20969.98734,-12.81854109,1330.395793,251.8106136,51.37345265,0.014289873,0,99.99737263,20,18.28234745,2.192005205,94.5674623,0.954692,0
Amu.Darya,Native,0.130796963,0.156293781,0.712909256,Uzbekistan,Palearctic,65.91790268,39.74440722,624690.054,9.208815267,1067.128879,299.6181307,65.51217745,0.527910873,1.296101809,98.70253948,49,66.36060675,12.16042257,196.373561,0.883372,13
Amu.Darya,Non-native,0.1291426,0.115794585,0.755062815,Uzbekistan,Palearctic,65.91790268,39.74440722,624690.054,9.208815267,1067.128879,299.6181307,65.51217745,0.527910873,1.296101809,98.70253948,49,66.36060675,12.16042257,196.373561,0.883372,13
Amur,Native,0.152666141,0.216816385,0.630517474,China,Palearctic,126.1503364,49.49515104,2011733.254,-1.053357109,1562.025663,532.4958587,99.46624211,0.760108694,0.787771079,99.4062136,141,97.43769475,30.83787652,214.3530185,0.748458,13
Amur,Non-native,0.089816132,0.153200923,0.756982945,China,Palearctic,126.1503364,49.49515104,2011733.254,-1.053357109,1562.025663,532.4958587,99.46624211,0.760108694,0.787771079,99.4062136,141,97.43769475,30.83787652,214.3530185,0.748458,13
An.Lao,Native,0.160114219,0.39071759,0.449168192,Vietnam,Indo-Malay,108.8943954,14.45333145,1388.855717,24.90643078,246.2904985,1611.506882,81.48560087,0.948202819,0,99.75100537,42,23.43357163,2.532623785,82.11499725,0.940161,1
An.Lao,Non-native,0.523010252,0.476989748,0,Vietnam,Indo-Malay,108.8943954,14.45333145,1388.855717,24.90643078,246.2904985,1611.506882,81.48560087,0.948202819,0,99.75100537,42,23.43357163,2.532623785,82.11499725,0.940161,1
Anabar,Native,0.099374955,0.094292686,0.806332359,Russia,Palearctic,113.5817506,70.64899221,92384.29419,-14.2911391,1829.947489,238.2883988,56.03854265,0.002080813,0,99.99773804,29,24.8235504,0.64758015,168.6057082,0.992348,0
Anadyr,Native,0.187209974,0.091263102,0.721526923,Russia,Palearctic,171.4601481,65.50433861,175195.0926,-10.43778229,1544.156567,339.580953,45.30923566,0.009021572,0,99.99839938,27,40.60864542,7.026782513,218.7404446,0.937752,1
Anadyr,Non-native,0.0606678,0,0.9393322,Russia,Palearctic,171.4601481,65.50433861,175195.0926,-10.43778229,1544.156567,339.580953,45.30923566,0.009021572,0,99.99839938,27,40.60864542,7.026782513,218.7404446,0.937752,1
Anasco,Native,0.033518365,0.309475582,0.657006053,Puerto Rico,Neotropic,-66.95237622,18.22632014,469.1630528,23.28364997,132.1239028,2033.072539,47.77130051,22.74415016,5.341137819,96.21414197,44,6.673248996,2.338554599,14.40578208,0.720675,2
Anasco,Non-native,0.215352224,0.145139789,0.639507987,Puerto Rico,Neotropic,-66.95237622,18.22632014,469.1630528,23.28364997,132.1239028,2033.072539,47.77130051,22.74415016,5.341137819,96.21414197,44,6.673248996,2.338554599,14.40578208,0.720675,2
Ancharakandi,Native,0.166320905,0.391128336,0.442550759,India,Indo-Malay,75.6038021,11.86406387,369.8943832,26.66954981,139.3016272,4101.165179,126.2580907,8.649629474,0,99.75409354,28,23.20344711,1.157465892,87.54732287,0.973903,1
