Basin.Name,Native.Exotic.Status,Equilibrium,Opportunistic,Periodic,Country,Ecoregion,Median.Longitude,Median.Latitude,RBA,MAT,TS,GDP,CSI,NSR,PRD,SRD
Kuam.chon,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.5366815,35.32429174,235.1487153,13.05421655,917.8360307,34.35796499,99.67636181,21,0.36,0.555555556
Kuantan,Native,0.127487616,0.361511566,0.511000819,Malaysia,Indo-Malay,103.1094143,3.894243325,1637.580833,25.92183096,69.11995729,2.899454504,99.94481367,22,0.3,0.666666667
Kuap,Native,0.133946904,0.339247864,0.526805232,Malaysia,Indo-Malay,110.3794812,1.475722512,157.6223804,26.75735008,46.96262835,5.608326256,99.34778579,59,0.34,0.647058824
Kuap,Non-native,0.330716867,0.162083818,0.507199316,Malaysia,Indo-Malay,110.3794812,1.475722512,157.6223804,26.75735008,46.96262835,5.608326256,99.34778579,59,0.34,0.647058824
Kuban,Native,0.100181252,0.266070252,0.633748496,Russia,Palearctic,40.44075891,44.45868714,52895.44341,8.872250185,807.0426116,2.856333315,98.26183252,65,0.39,0.743589744
Kuban,Non-native,0.135112687,0.119226733,0.74566058,Russia,Palearctic,40.44075891,44.45868714,52895.44341,8.872250185,807.0426116,2.856333315,98.26183252,65,0.39,0.743589744
Kucukmenderes,Native,0.093079532,0.253559325,0.653361143,Turkey,Palearctic,27.66671397,38.17499427,4093.562361,15.71650023,710.449041,21.07499695,97.34148791,33,0.52,0.480769231
Kucukmenderes,Non-native,0.319032376,0.225074707,0.455892916,Turkey,Palearctic,27.66671397,38.17499427,4093.562361,15.71650023,710.449041,21.07499695,97.34148791,33,0.52,0.480769231
Kudafljot,Native,0.265619202,0,0.734380798,Iceland,Palearctic,-18.77793918,63.72687624,914.8921325,1.867358799,421.8056297,0.020332177,99.98969443,2,0.32,0.6875
Kuiburi,Native,0.144488999,0.387255545,0.468255456,Thailand,Indo-Malay,99.69114605,12.11127175,659.9979241,26.26012512,117.22988,1.703167955,95.01891615,19,0.41,0.682926829
Kuiseb,Native,0.415816344,0.261626537,0.322557119,Namibia,Afrotropic,15.74663351,-23.44712858,23502.56093,19.38302906,269.8290738,0.074740266,99.05238661,2,0.78,0.102564103
Kuji.Ibaraki,Native,0.286397382,0.219591934,0.494010684,Japan,Palearctic,140.4273234,36.77270372,1481.586323,11.42536174,805.1839824,61.23757553,95.69186034,3,0.25,0.48
Kuji.Ibaraki,Non-native,0.19886665,0.395301743,0.405831608,Japan,Palearctic,140.4273234,36.77270372,1481.586323,11.42536174,805.1839824,61.23757553,95.69186034,3,0.25,0.48
Kuji.Iwate,Native,0.207708425,0.250831934,0.541459641,Japan,Palearctic,141.6331606,40.13027641,470.8924528,8.004288363,861.546823,14.7561028,99.84792352,6,0.28,0.535714286
Kul,Native,0.133765497,0.352254963,0.513979541,Iran,Palearctic,55.40588774,28.06579667,42039.071,20.97174042,730.8869036,0.986437052,99.50390835,17,0.71,0.183098592
Kul,Non-native,0.087477791,0.16063062,0.751891589,Iran,Palearctic,55.40588774,28.06579667,42039.071,20.97174042,730.8869036,0.986437052,99.50390835,17,0.71,0.183098592
Kum,Native,0.124761263,0.399667159,0.475571579,South Korea,Palearctic,127.4072252,36.32323862,9779.060689,11.24064335,987.4176872,45.38153315,94.80309197,112,0.3,0.766666667
Kum,Non-native,0.123231494,0.236747409,0.640021097,South Korea,Palearctic,127.4072252,36.32323862,9779.060689,11.24064335,987.4176872,45.38153315,94.80309197,112,0.3,0.766666667
Kuma,Native,0.137696202,0.412231329,0.450072469,Japan,Palearctic,130.8099096,32.33395798,1954.02178,13.20793873,789.2365148,43.56063938,98.21611464,14,0.26,0.692307692
Kuma,Non-native,0.123870602,0.082494614,0.793634783,Japan,Palearctic,130.8099096,32.33395798,1954.02178,13.20793873,789.2365148,43.56063938,98.21611464,14,0.26,0.692307692
Kumano,Native,0.19886665,0.395301743,0.405831608,Japan,Palearctic,135.8508138,33.99856068,2349.138015,12.51539976,783.9752103,200.4428482,93.82942852,1,0.2,0.75
Kumbukkan.Oya,Native,0.116348465,0.374137439,0.509514095,Sri Lanka,Indo-Malay,81.40918248,6.757650632,1224.261937,26.41214003,99.50408284,2.198387414,99.67734065,32,0.33,0.636363636
Kumbukkan.Oya,Non-native,0.417017478,0.239760474,0.343222047,Sri Lanka,Indo-Malay,81.40918248,6.757650632,1224.261937,26.41214003,99.50408284,2.198387414,99.67734065,32,0.33,0.636363636
Kumgok.chi,Native,0.109761507,0.328509545,0.561728948,South Korea,Palearctic,129.3896678,36.64307143,24.74378416,11.87523812,866.9855556,9.85035789,99.949,15,0.57,0.192982456
Kumgok.chi,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,129.3896678,36.64307143,24.74378416,11.87523812,866.9855556,9.85035789,99.949,15,0.57,0.192982456
Kumjon,Native,0.11810968,0.425374462,0.456515858,South Korea,Palearctic,127.9784502,34.73069355,21.74827799,13.28199404,831.8598131,12.1289773,NA,22,0.53,0.301886792
Kumjon,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,127.9784502,34.73069355,21.74827799,13.28199404,831.8598131,12.1289773,NA,22,0.53,0.301886792
Kumnung.ni,Native,0.073408617,0.270386596,0.656204787,South Korea,Palearctic,126.2668478,33.35507246,32.97706122,14.89655795,751.701087,9.196617842,99.85105,7,0.3,0.566666667
Kumo,Native,0.119237179,0.365971638,0.514791184,South Korea,Palearctic,127.3159079,34.64022991,15.66074135,13.57844212,873.2181954,12.20229626,99.8025,14,0.53,0.433962264
Kumo,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,127.3159079,34.64022991,15.66074135,13.57844212,873.2181954,12.20229626,99.8025,14,0.53,0.433962264
Kumsong.chon,Native,0.087827501,0.358048268,0.554124231,South Korea,Palearctic,126.3541667,33.39552469,77.38907047,13.82754631,761.0143077,9.196617603,99.8689745,9,0.29,0.586206897
Kumsong.chon,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,126.3541667,33.39552469,77.38907047,13.82754631,761.0143077,9.196617603,99.8689745,9,0.29,0.586206897
Kumusi,Native,0.046853786,0.374741746,0.578404468,Papua New Guinea,Australasia,148.0059826,-8.915139604,2715.492591,21.8981464,72.63140951,0.443975076,99.96253697,11,0.32,0.78125
Kunchikumban.Aru,Native,0.115747641,0.393418037,0.490834322,Sri Lanka,Indo-Malay,80.99776469,8.784482031,186.3809278,27.88751895,174.2182058,2.269536793,99.43566656,28,0.65,0.338461538
Kunchikumban.Aru,Non-native,0.417017478,0.239760474,0.343222047,Sri Lanka,Indo-Malay,80.99776469,8.784482031,186.3809278,27.88751895,174.2182058,2.269536793,99.43566656,28,0.65,0.338461538
Kunda,Native,0.152251873,0.196833201,0.650914926,Estonia,Palearctic,26.5935843,59.29138919,506.6040793,5.071777003,838.5404493,0.545049332,99.91666103,18,0.32,0.46875
Kunda,Non-native,0.398101026,0,0.601898974,Estonia,Palearctic,26.5935843,59.29138919,506.6040793,5.071777003,838.5404493,0.545049332,99.91666103,18,0.32,0.46875
Kundalika,Native,0.127775704,0.362029083,0.510195212,India,Indo-Malay,73.19254847,18.4557632,667.243284,26.50386216,190.4179531,15.20726228,92.73864283,54,0.71,0.549295775
Kundalika,Non-native,0.225423942,0.159053315,0.615522743,India,Indo-Malay,73.19254847,18.4557632,667.243284,26.50386216,190.4179531,15.20726228,92.73864283,54,0.71,0.549295775
Kunene,Native,0.242501635,0.381285329,0.376213035,Angola,Afrotropic,12.91294414,-16.33534492,19826.70328,22.78985446,199.323866,0.105612425,99.97008145,62,0.82,0.097560976
Kungok.chosuji,Native,0.143520189,0.350073394,0.506406417,South Korea,Palearctic,126.566845,34.44211987,107.1517379,13.65121409,847.2249558,9.527025819,99.94354948,25,0.43,0.395348837
Kungok.chosuji,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.566845,34.44211987,107.1517379,13.65121409,847.2249558,9.527025819,99.94354948,25,0.43,0.395348837
Kungsan.josuji,Native,0.132392002,0.394521589,0.47308641,South Korea,Palearctic,126.5323649,35.48651451,92.24826945,12.99303278,913.1642876,34.35796547,77.91297203,19,0.36,0.5
Kungsan.josuji,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.5323649,35.48651451,92.24826945,12.99303278,913.1642876,34.35796547,77.91297203,19,0.36,0.5
Kungye.chon,Native,0.124072248,0.348778291,0.52714946,South Korea,Palearctic,127.04141,36.91638714,104.060974,11.72295805,1026.110274,49.5751338,99.73354956,29,0.34,0.764705882
Kungye.chon,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,127.04141,36.91638714,104.060974,11.72295805,1026.110274,49.5751338,99.73354956,29,0.34,0.764705882
Kunnae,Native,0.088272396,0.316859766,0.594867838,South Korea,Palearctic,126.4893868,33.29874214,76.03882934,12.34972224,754.391079,9.196617603,99.82019206,8,0.31,0.580645161
Kunnae,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,126.4893868,33.29874214,76.03882934,12.34972224,754.391079,9.196617603,99.82019206,8,0.31,0.580645161
Kuppam,Native,0.124864355,0.430700665,0.444434979,India,Indo-Malay,75.43894252,12.14352674,497.2750676,25.81146008,136.0494204,7.431955338,99.79987351,37,0.54,0.814814815
Kuppam,Non-native,0.625945436,0.258086656,0.115967908,India,Indo-Malay,75.43894252,12.14352674,497.2750676,25.81146008,136.0494204,7.431955338,99.79987351,37,0.54,0.814814815
Kura,Native,0.110787973,0.236413621,0.652798406,Armenia,Palearctic,45.57240122,40.2535528,194268.9543,9.036762929,876.4134816,2.530225366,96.89974058,78,0.43,0.697674419
Kura,Non-native,0.152127133,0.198014666,0.649858202,Armenia,Palearctic,45.57240122,40.2535528,194268.9543,9.036762929,876.4134816,2.530225366,96.89974058,78,0.43,0.697674419
Kurau,Native,0.141203125,0.361670185,0.49712669,Malaysia,Indo-Malay,100.7381217,5.000495198,650.589175,26.45803093,42.34914076,11.86378622,94.02287828,35,0.26,0.730769231
Kurau,Non-native,0.075905427,0.469586294,0.454508279,Malaysia,Indo-Malay,100.7381217,5.000495198,650.589175,26.45803093,42.34914076,11.86378622,94.02287828,35,0.26,0.730769231
Kurdlu,Native,0.140899901,0.180491254,0.678608846,Estonia,Palearctic,25.46178605,59.48184924,10.61828518,5.274509795,816.2822876,0.982371107,99.67145,8,0.27,0.296296296
Kushiro,Native,0.166487014,0.222259681,0.611253305,Japan,Palearctic,144.4202708,43.32994103,2420.384413,5.758542103,943.5285449,8.032733798,99.80255857,7,0.33,0.727272727
Kuskokwim,Native,0.247985536,0.075165319,0.676849145,United States,Nearctic,-156.7221295,61.79696213,117892.1597,-1.868851777,1112.500648,0.015496094,99.99999228,25,0.5,0.82
Kuttiadi,Native,0.11790079,0.414770313,0.467328897,India,Indo-Malay,75.77793763,11.59763285,735.8404291,25.87986822,131.9892031,8.649629474,97.74930787,38,0.56,0.875
Kuttiadi,Non-native,0.625945436,0.258086656,0.115967908,India,Indo-Malay,75.77793763,11.59763285,735.8404291,25.87986822,131.9892031,8.649629474,97.74930787,38,0.56,0.875
Kuujjua,Native,0.21137611,0.10744461,0.68117928,Canada,Nearctic,-114.7799849,71.14141115,7492.270471,-14.40170612,1474.069554,0.000146467,100,4,0.76,0.434210526
Kuybyshevskoe,Native,0.222752863,0.309925295,0.467321842,Russia,Palearctic,147.6342366,45.04823612,65.71564076,3.480889419,752.8283721,0.019152953,99.98322698,11,0.45,0.711111111
Kuzuryu,Native,0.188053441,0.333638192,0.478308368,Japan,Palearctic,136.3718315,35.95978812,3130.337841,11.74305741,873.2609507,135.2804947,95.63426279,7,0.28,0.5
Kwa.Ibo,Native,0.202756391,0.420618403,0.376625206,Nigeria,Afrotropic,7.755328777,4.984679321,3791.073466,26.41504745,90.08361466,6.742137194,99.9348134,55,0.46,0.847826087
Kwangjong.chon,Native,0.174349426,0.354551042,0.471099532,South Korea,Palearctic,128.6833815,38.01703733,61.44211426,11.64767992,876.3827952,9.481705546,99.87325913,24,0.41,0.390243902
Kwangjong.chon,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,128.6833815,38.01703733,61.44211426,11.64767992,876.3827952,9.481705546,99.87325913,24,0.41,0.390243902
Kwanum.am,Native,0.169700168,0.341032316,0.489267516,South Korea,Palearctic,129.0365118,37.48887555,135.7952097,10.67354272,906.9745796,4.870253682,89.65911501,30,0.36,0.333333333
Kwanum.am,Non-native,0,0.088214167,0.911785833,South Korea,Palearctic,129.0365118,37.48887555,135.7952097,10.67354272,906.9745796,4.870253682,89.65911501,30,0.36,0.333333333
Kwoor,Native,0,0.598786843,0.401213157,Indonesia,Australasia,132.502891,-0.558465,1454.644035,22.63873384,27.32484921,0.031878178,99.98830293,1,0.4,0.15
Ky.Lo,Native,0.121269891,0.422269876,0.456460233,Vietnam,Indo-Malay,108.9742019,13.43446474,1856.28675,24.51232428,215.3883481,1.309509546,99.84511755,38,0.32,0.6875
Kymijoki,Native,0.120597603,0.158350078,0.721052319,Finland,Palearctic,26.02592358,62.2540031,35834.50342,3.144107954,904.7179984,1.758383691,98.83738115,35,0.25,0.44
Kymijoki,Non-native,0.049502541,0.118790982,0.831706477,Finland,Palearctic,26.02592358,62.2540031,35834.50342,3.144107954,904.7179984,1.758383691,98.83738115,35,0.25,0.44
Kyoga,Native,0.391801006,0.328137967,0.280061027,Uganda,Afrotropic,33.69662507,1.60595199,58172.13279,22.73411105,81.84852286,1.110172316,99.16798708,85,0.15,0.466666667
Kyoga,Non-native,0.516568774,0.238492116,0.24493911,Uganda,Afrotropic,33.69662507,1.60595199,58172.13279,22.73411105,81.84852286,1.110172316,99.16798708,85,0.15,0.466666667
Kyongpo.chon,Native,0.11621351,0.398586505,0.485199986,South Korea,Palearctic,126.7737973,35.97884207,46.40413128,12.87275636,948.5104398,30.23402596,98.73951644,48,0.35,0.628571429
Kyongpo.chon,Non-native,0.142428926,0.301261531,0.556309543,South Korea,Palearctic,126.7737973,35.97884207,46.40413128,12.87275636,948.5104398,30.23402596,98.73951644,48,0.35,0.628571429
Kyrulka,Native,0.202611081,0.391905313,0.405483606,Russia,Palearctic,147.9443139,45.17608049,157.2573235,2.484014268,774.0926537,0.020198056,99.94718602,6,0.48,0.708333333
La.Grande,Native,0.199091914,0.113450252,0.687457834,Canada,Nearctic,-73.61347493,53.66864307,97087.93431,-3.142978223,1332.685959,0.002269344,98.65941482,17,0.48,0.833333333
La.Grande.Gasp,Native,0.227208057,0.194051369,0.578740574,Canada,Nearctic,-64.71644972,48.57985545,705.831574,2.169182835,1032.181575,0.543016106,99.99945365,6,0.51,0.647058824
La.Grande.Gasp,Non-native,0.398101026,0,0.601898974,Canada,Nearctic,-64.71644972,48.57985545,705.831574,2.169182835,1032.181575,0.543016106,99.99945365,6,0.51,0.647058824
La.Libertad.Negros,Native,0.061468646,0.132555845,0.805975509,Philippines,Indo-Malay,123.1465946,10.09828586,220.9182105,25.13697314,82.57806858,7.976975918,99.98042134,2,0.31,0.64516129
La.Libertad.Negros,Non-native,0.458885121,0.239097018,0.302017861,Philippines,Indo-Malay,123.1465946,10.09828586,220.9182105,25.13697314,82.57806858,7.976975918,99.98042134,2,0.31,0.64516129
La.Purisima,Native,0.198383687,0.280559924,0.521056389,Mexico,Nearctic,-112.025671,26.06107961,531.6038356,21.94944839,449.5923671,0.174258757,99.7603988,7,0.94,0.031914894
La.Purisima,Non-native,0.493761342,0.506238658,0,Mexico,Nearctic,-112.025671,26.06107961,531.6038356,21.94944839,449.5923671,0.174258757,99.7603988,7,0.94,0.031914894
La.Sabana,Native,0.18305549,0.389126754,0.427817756,Mexico,Neotropic,-99.78182443,16.94584366,703.3219409,26.04054873,92.71795365,3.42194134,99.73473028,8,0.56,0.589285714
La.Trobe,Native,0.070568103,0.29536768,0.634064218,Australia,Australasia,146.5166687,-37.94929243,9034.350137,12.30853631,404.4845726,3.473563254,96.00804691,11,0.22,0.636363636
La.Trobe,Non-native,0.243983082,0.168030123,0.587986795,Australia,Australasia,146.5166687,-37.94929243,9034.350137,12.30853631,404.4845726,3.473563254,96.00804691,11,0.22,0.636363636
La.cuesa,Native,0.186975286,0.425507706,0.387517008,Trinidad and Tobago,Neotropic,-61.43626543,10.46311728,22.70576878,26.69290133,57.82903629,17.19340992,97.7353,12,0.44,0.363636364
Labrador.un,Native,0.269898578,0.10328928,0.626812142,Canada,Nearctic,-63.91098446,58.075382,1310.587789,-6.150173974,1140.205357,0.000495871,100,10,0.64,0.734375
Labuk,Native,0.112859956,0.376130256,0.511009788,Malaysia,Indo-Malay,116.9382143,5.818397107,4685.761636,24.30712405,48.9408768,4.389759302,99.97400258,46,0.32,0.375
Lac.Assal,Native,0.166045702,0.611935467,0.222018831,Djibouti,Afrotropic,42.34354572,11.62166766,4500.123153,28.40286273,374.6873231,0.250507975,99.32263458,1,0.92,0.032608696
Lac.Bulera,Native,0.261921677,0.334578889,0.403499434,Rwanda,Afrotropic,29.80183118,-1.454987813,688.9454239,16.51859176,26.12415253,2.20059824,99.7910679,8,0.25,0.72
Lac.Retba,Native,0.191231357,0.502188913,0.306579731,Senegal,Afrotropic,-17.17857291,14.8320525,248.7758661,25.44105521,202.9431769,4.079906285,99.7779319,5,0.8,0.2
Lagan.Swe,Native,0.128695283,0.151055679,0.720249038,Sweden,Palearctic,13.86158266,57.14184172,8539.925827,6.007653065,674.0853683,5.120341301,99.56211276,19,0.24,0.416666667
Lagan.Swe,Non-native,0.340477413,0,0.659522587,Sweden,Palearctic,13.86158266,57.14184172,8539.925827,6.007653065,674.0853683,5.120341301,99.56211276,19,0.24,0.416666667
Lagan.UK,Native,0.146538517,0.161179321,0.692282161,United Kingdom,Palearctic,-6.053655818,54.4795434,601.2179134,8.940448337,430.6120667,15.50302911,98.79817817,10,0.23,0.608695652
Lagan.UK,Non-native,0.081415589,0.144932954,0.773651457,United Kingdom,Palearctic,-6.053655818,54.4795434,601.2179134,8.940448337,430.6120667,15.50302911,98.79817817,10,0.23,0.608695652
Lago.Buenos.Aires,Native,0.094251479,0.376496357,0.529252165,Chile,Neotropic,-72.37131375,-46.88244526,26885.7759,5.160902866,410.3151614,0.031308945,99.9698337,4,0.39,0.794871795
Lago.Epecuen,Native,0.265055524,0.481690098,0.253254377,Argentina,Neotropic,-62.7489148,-37.31394855,3074.871885,14.67861773,583.7276846,0.233690586,99.658232,7,0.64,0.078125
Lago.Ghio,Native,0.107559552,0.415500495,0.476939953,Argentina,Neotropic,-71.63058471,-47.19305995,587.4147389,5.621655063,453.2836562,0.013871422,99.95747259,1,0.58,0.379310345
Lago.del.Venado,Native,0.19901378,0.495238636,0.305747584,Argentina,Neotropic,-62.62398148,-37.07744451,732.2590963,15.09479262,587.1143307,0.253904425,99.40612994,8,0.57,0.087719298
Lagoa.Negra,Native,0.18211428,0.490432381,0.327453339,Brazil,Neotropic,-50.9864733,-30.37169306,92.92298432,19.40572911,352.636788,7.748669386,99.94743429,25,0.3,0.5
Lagos.Lagoon,Native,0.118422664,0.351963743,0.529613593,Nigeria,Afrotropic,3.580007068,6.561558886,1702.29276,26.86767568,120.0293929,13.26730728,97.72832282,121,0.4,0.85
Laguna.Chasico,Native,0.27267533,0.445896836,0.281427835,Argentina,Neotropic,-62.77455205,-38.21785229,4484.267755,14.52385872,573.7209874,0.739338309,99.30395003,6,0.77,0.064935065
Laguna.Cochico,Native,0.227902583,0.41245425,0.359643167,Argentina,Neotropic,-62.28068937,-36.9905393,835.472658,15.10737786,580.4891114,0.264067702,99.67660232,14,0.69,0.057971014
Laguna.Inchauspe,Native,0.249562696,0.363301998,0.387135305,Argentina,Neotropic,-61.92311956,-37.07964159,3792.641571,14.83291274,565.5639821,0.286736663,99.73341498,15,0.79,0.050632911
Laguna.Inchauspe,Non-native,0,0.088214167,0.911785833,Argentina,Neotropic,-61.92311956,-37.07964159,3792.641571,14.83291274,565.5639821,0.286736663,99.73341498,15,0.79,0.050632911
Laguna.Las.Tunas.Grandes,Native,0.278952285,0.394577904,0.326469811,Argentina,Neotropic,-63.22442057,-35.97348459,23386.66499,15.88779687,580.4458874,0.345638584,98.75175128,8,0.36,0.277777778
Laguna.Las.Tunas.Grandes,Non-native,0,0.088214167,0.911785833,Argentina,Neotropic,-63.22442057,-35.97348459,23386.66499,15.88779687,580.4458874,0.345638584,98.75175128,8,0.36,0.277777778
Laguna.Municipal,Native,0.264190992,0.437183575,0.298625433,Argentina,Neotropic,-60.76635397,-35.28877969,849.5285447,16.22349013,514.1127795,0.558707625,99.8092562,11,0.22,0.454545455
Laguna.Pincen,Native,0.488053679,0.511946321,0,Argentina,Neotropic,-63.17713613,-37.73931504,930.978868,14.63849734,594.3895002,0.172678851,98.87342726,2,0.81,0.049382716
Laguna.Salada.Grande,Native,0.219251489,0.390678663,0.390069848,Argentina,Neotropic,-56.94880681,-36.86423241,2713.521194,14.65692032,467.3724573,0.511419475,99.89456746,11,0.21,0.333333333
Laguna.del.Monte,Native,0.198468885,0.432143591,0.369387525,Argentina,Neotropic,-62.41613143,-37.16233622,1817.414647,14.76612401,578.0169808,0.256252911,99.45810409,8,0.71,0.070422535
Lagune.Aby,Native,0.206808565,0.466104606,0.327086829,C¶te d'Ivoire,Afrotropic,-3.114734804,5.270993885,2036.334602,26.42289378,111.2895005,2.880808175,97.6726441,25,0.22,0.681818182
Lagune.Ebrie,Native,0.151638111,0.366794756,0.481567133,C¶te d'Ivoire,Afrotropic,-4.339016998,5.329952796,3288.307831,26.30039256,115.0711338,3.978509843,99.6832789,75,0.26,0.769230769
Lagune.Tadjo,Native,0.165401442,0.361288308,0.47331025,C¶te d'Ivoire,Afrotropic,-5.202602791,5.171489466,579.2423562,26.10021136,103.790342,1.175078034,98.05449482,8,0.21,0.476190476
Laita,Native,0.12172203,0.154107363,0.724170607,France,Palearctic,-3.518239723,48.03427119,1004.803061,11.10338496,422.5785035,7.851024151,99.77573764,16,0.3,0.6
Laita,Non-native,0.335949232,0.089025107,0.575025661,France,Palearctic,-3.518239723,48.03427119,1004.803061,11.10338496,422.5785035,7.851024151,99.77573764,16,0.3,0.6
Lake.Albert,Native,0.258437605,0.314773097,0.426789298,Uganda,Afrotropic,31.63924347,1.483653651,48502.68531,22.9640114,77.11306375,0.782182418,98.69176657,68,0.15,0.533333333
Lake.Arawak,Native,0.206587307,0.399208419,0.394204274,Australia,Australasia,142.3709605,-34.82652363,130.3402878,16.81067984,525.9170378,1.397193283,99.96294667,3,0.73,0.068493151
Lake.Arthur,Native,0.061253298,0.677434798,0.261311904,Australia,Australasia,138.8213195,-29.52565331,439.7271784,20.638728,653.7512855,0.005697988,99.95883679,2,0.9,0.033333333
Lake.Austin,Native,0,0.583551615,0.416448385,Australia,Australasia,118.0953056,-27.53452517,14963.41858,21.41558332,657.6691049,0.014973819,99.97594221,1,0.84,0.047619048
Lake.Boga,Native,0,0.675869905,0.324130095,Australia,Australasia,143.6551981,-35.49467627,66.35136484,16.38059898,530.6640695,0.751405686,99.00269691,2,0.91,0.021978022
Lake.Boga,Non-native,0.413734462,0.586265538,0,Australia,Australasia,143.6551981,-35.49467627,66.35136484,16.38059898,530.6640695,0.751405686,99.00269691,2,0.91,0.021978022
Lake.Brewster,Native,0.145574155,0,0.854425845,Australia,Australasia,146.0180656,-33.55367498,431.299973,17.48109403,606.7176053,0.109963901,99.96312844,1,0.99,0.01010101
Lake.Bringalbert,Native,0.049385373,0.429288107,0.52132652,Australia,Australasia,141.2432982,-36.82690181,241.0422083,14.38778572,428.9585658,0.211481359,88.25673635,3,0.77,0.064935065
Lake.Buchanan,Native,0.022328679,0.56114221,0.416529112,Australia,Australasia,145.8446349,-21.54877521,2674.981372,23.0134291,463.3484777,0.022667163,99.92243466,2,0.84,0.071428571
Lake.Bunyonyi,Native,0.353624482,0.269090788,0.377284731,Uganda,Afrotropic,29.806777,-1.255000145,969.3642045,15.81354351,27.23765737,2.20059824,99.93558188,5,0.27,0.851851852
Lake.Carnanto,Native,0,0.599365191,0.400634809,Australia,Australasia,141.1025754,-31.04823767,237.057573,19.9229938,620.8994404,0.510203816,99.99180686,1,0.9,0.033333333
Lake.Colongulac,Native,0,0.450372209,0.549627791,Australia,Australasia,143.1824521,-38.196861,126.6636386,13.36788194,355.3191032,1.046649024,99.90011564,2,0.54,0.203703704
Lake.Davies,Native,0.120332756,0.471114836,0.408552408,Australia,Australasia,115.0659869,-34.22783588,88.46048822,16.48685893,312.1808686,0.205634829,99.92459512,3,0.61,0.409836066
Lake.Eyre,Native,0.024501319,0.461343081,0.5141556,Australia,Australasia,136.6816914,-29.46367923,21367.03016,20.87982811,621.7531492,0.003266759,99.98353127,5,0.89,0.033707865
Lake.Eyre.Basin,Native,0.076343804,0.48134316,0.442313037,Australia,Australasia,139.4581379,-24.53443533,838261.3697,23.11917087,600.1318546,0.017939359,99.93750708,36,0.59,0.220338983
Lake.Eyre.Basin,Non-native,0.272359766,0.291297641,0.436342593,Australia,Australasia,139.4581379,-24.53443533,838261.3697,23.11917087,600.1318546,0.017939359,99.93750708,36,0.59,0.220338983
Lake.Frome,Native,0.133715992,0.413277532,0.453006476,Australia,Australasia,140.3033892,-37.53158415,488.8458932,14.27275059,316.5212054,1.179193765,97.38206506,5,0.53,0.320754717
Lake.George,Native,0.106740848,0.471821318,0.421437834,Australia,Australasia,149.4684475,-35.11776805,943.0361009,12.31997265,511.6373057,9.084040403,99.9076566,1,0.56,0.107142857
Lake.George,Non-native,0.206867231,0.337239853,0.455892916,Australia,Australasia,149.4684475,-35.11776805,943.0361009,12.31997265,511.6373057,9.084040403,99.9076566,1,0.56,0.107142857
Lake.Gregory,Native,0.029901211,0.524729494,0.445369294,Australia,Australasia,128.4643494,-19.16165835,50077.06847,26.33957735,478.7800572,0.007507827,99.97523411,2,0.7,0.171428571
Lake.Hawdon.North,Native,0,0.800876647,0.199123353,Australia,Australasia,139.9216694,-37.13946377,270.8305797,14.80525089,320.7258072,0.088478629,99.67755122,1,0.46,0.369565217
Lake.Hindmarsh,Native,0.143071706,0.348817047,0.508111246,Australia,Australasia,142.4258336,-36.6484796,9245.516334,14.32902152,460.9861441,0.935094297,92.33827608,11,0.43,0.23255814
Lake.Hindmarsh,Non-native,0.203135499,0.179370253,0.617494248,Australia,Australasia,142.4258336,-36.6484796,9245.516334,14.32902152,460.9861441,0.935094297,92.33827608,11,0.43,0.23255814
Lake.Illawarra,Native,0.023968659,0.474078021,0.50195332,Australia,Australasia,150.8488121,-34.4226743,307.4548218,16.66436459,357.0322157,16.54577971,97.80068781,18,0.3,0.233333333
Lake.Illawarra,Non-native,0.413734462,0.586265538,0,Australia,Australasia,150.8488121,-34.4226743,307.4548218,16.66436459,357.0322157,16.54577971,97.80068781,18,0.3,0.233333333
Lake.Innes,Native,0.024374488,0.51514522,0.460480292,Australia,Australasia,152.8390446,-31.52223369,155.0372853,18.22152777,360.585897,3.050278723,99.96562323,11,0.33,0.242424242
Lake.Innes,Non-native,0.413734462,0.586265538,0,Australia,Australasia,152.8390446,-31.52223369,155.0372853,18.22152777,360.585897,3.050278723,99.96562323,11,0.33,0.242424242
Lake.Lewis,Native,0.121654445,0.391880006,0.48646555,Australia,Australasia,132.8824578,-23.08837312,21243.14671,22.31824029,603.0607335,0.276152011,99.97251584,8,0.88,0.034090909
Lake.Machattie,Native,0.087544947,0.365675853,0.5467792,Australia,Australasia,139.7597013,-24.7058257,1063.1996,23.8603253,619.6592815,0.00155694,99.98726168,7,0.92,0.02173913
Lake.Macquarie,Native,0.029279898,0.443501313,0.527218789,Australia,Australasia,151.5364822,-33.06802648,865.7001508,17.58251642,387.3362096,57.27123356,94.78670375,22,0.45,0.177777778
